timestamp,seq,force_x,force_y,force_z,torque_x,torque_y,torque_z,"(True, genpy.Time[1697110390894634062], 213566)"
1697110377491473664,212238,-0.884548387766943,0.6161469516085395,13.447685763574867,-0.05121282227115026,0.2784498781802143,0.143042661926847
1697110377491473664,212238,-0.884548387766943,0.6161469516085395,13.447685763574867,-0.05121282227115026,0.2784498781802143,0.143042661926847
1697110377501131146,212239,-0.8885108930549119,0.6179999769317167,13.457710133800688,-0.050977483335707285,0.2791555274997172,0.14298086015390016
1697110377511100739,212240,-0.8932695424537573,0.6203153396530325,13.46820994392912,-0.050762794942565345,0.27986633883925804,0.1429435502756296
1697110377524150203,212241,-0.8993802888250502,0.6219278969610548,13.477144834991726,-0.05056586412702105,0.28055159979545063,0.1429162298663045
1697110377539353226,212242,-0.9065344612634546,0.62247600760756,13.484338360414936,-0.05039878696956303,0.2812011211742279,0.14288440200773067
1697110377541034991,212243,-0.9138549167378053,0.6219741393148219,13.491629773203764,-0.050263167966948706,0.2818172437078009,0.14284705063804648
1697110377551155977,212244,-0.9206049183002529,0.6207514217444763,13.499802927177091,-0.050136327739214614,0.2824090439704595,0.14281888241791219
1697110377565283269,212245,-0.9257229046483961,0.6195465491927277,13.509056543941345,-0.05000691114714674,0.2829789556362514,0.14280544308978665
1697110377571357567,212246,-0.9287961764157225,0.6182231675204057,13.519247507721943,-0.04988787823915665,0.28350828602547795,0.14280010662630302
1697110377581177911,212247,-0.9302636999356663,0.6169706470987435,13.528272704073235,-0.04979732223223058,0.2839867367600235,0.14279057559253244
1697110377593544245,212248,-0.9302147574790082,0.6162483055251988,13.535738485587014,-0.04973526123867969,0.2844293042876635,0.14277103789863738
1697110377602260667,212249,-0.9285951597549569,0.6155275741303932,13.54329963284348,-0.049679134722429595,0.2848538625255291,0.1427500389660357
1697110377612884819,212250,-0.9271931348929081,0.6148186317867587,13.549925661903101,-0.04962657849237137,0.2852401544399961,0.14273033195575843
1697110377621186095,212251,-0.9275026027524427,0.6138280224820194,13.55491832071724,-0.04959691744008904,0.28555850933531346,0.1427186251255261
1697110377631566279,212252,-0.9275804803777898,0.6112578268830507,13.560432968803452,-0.0495768250593418,0.2858283706830972,0.14271820757042386
1697110377641139545,212253,-0.9256525059602115,0.6075533677369603,13.56645563093055,-0.04954551237717167,0.2860759401273403,0.14270955892813436
1697110377651126517,212254,-0.9220731990548768,0.603858409824634,13.571307310471914,-0.049507523433725505,0.28630568280579627,0.14268087842855198
1697110377661159244,212255,-0.9174650861221221,0.6003758374104922,13.57495747652982,-0.049469294918303694,0.2865274737006811,0.14263142103459697
1697110377672550186,212256,-0.9123642389226515,0.5965179077256266,13.578454298967658,-0.04942991060969393,0.286751906199996,0.14256307504284743
1697110377684929030,212257,-0.9069247782118741,0.5917980110060449,13.583582928187258,-0.04938419813041822,0.28698856514258003,0.14249759428345465
1697110377694348411,212258,-0.9008279262708249,0.5867266739443306,13.590305185848969,-0.04933018248637389,0.28723758527887777,0.1424487270784825
1697110377701348467,212259,-0.8939672350854796,0.5818872947364092,13.596604279136828,-0.049275551947989854,0.28747862373880295,0.1424034211683773
1697110377711137124,212260,-0.8867173640507768,0.5779158267340148,13.602005143547663,-0.049231551238050605,0.2877024778527727,0.14234627577188302
1697110377721886532,212261,-0.8796994158717695,0.5744266848443,13.606575786380818,-0.04919854357347545,0.28792525916911993,0.1422734133080074
1697110377731121686,212262,-0.8738827167225245,0.5703355599946299,13.61083787948091,-0.049163732293243625,0.2881659728626541,0.1421950814585835
1697110377741180264,212263,-0.8699104631285319,0.565648829665512,13.615232626819687,-0.04913196017962864,0.2884362251165159,0.1421309938221678
1697110377751256393,212264,-0.8685962142343437,0.5603804613401879,13.619071150767072,-0.0491072374935696,0.28884404672512165,0.14212840245257022
1697110377761977373,212265,-0.8720915950053187,0.5536451539922008,13.61891762893747,-0.04912151042088039,0.2897814479625672,0.14228125099199285
1697110377771459106,212266,-0.8833354577665968,0.5450248077835189,13.605917349694439,-0.04928573279391087,0.29176270514548747,0.14264161409204934
1697110377782144430,212267,-0.9045250022287455,0.5352530290174862,13.567109089324928,-0.04964904088261743,0.2951616064364633,0.1431174191625587
1697110377791623633,212268,-0.9373556033070807,0.5245079497294154,13.487488720422409,-0.05013579181747428,0.3003943615761466,0.14350167209536907
1697110377801139150,212269,-0.9848887977296952,0.5105383443877516,13.352219132135628,-0.05057533761276961,0.30799721292090393,0.14360914127931518
1697110377811229537,212270,-1.0509840218596505,0.49060082068509475,13.144848256513578,-0.050781231560935475,0.3185689395852069,0.1434103712850953
1697110377822023024,212271,-1.1408673053815959,0.4674649285518336,12.848715770133063,-0.05014669519325897,0.33299775101102447,0.1431438307612632
1697110377831776449,212272,-1.2614360054216198,0.448173623596075,12.451771411948931,-0.04741153410211816,0.35243070850841063,0.14330642199963906
1697110377841355816,212273,-1.4183214059087876,0.438265636797387,11.949017017306696,-0.04154377409954674,0.3778034893251345,0.14434772421113892
1697110377855238572,212274,-1.6148057132092675,0.4413264193615204,11.339929627460725,-0.03225369138111625,0.4095812377108862,0.14639259376915031
1697110377861206215,212275,-1.8507988500639156,0.4584997140758029,10.625627772349814,-0.019939391525468322,0.44771022609957245,0.14923473927754735
1697110377871847412,212276,-2.123842881841091,0.4931140738586225,9.814139579081495,-0.004378101800293473,0.4918059671873541,0.15252186975968154
1697110377881167000,212277,-2.43315483610567,0.5557114370187023,8.91870875126347,0.016270293445393193,0.5415020736794331,0.15591944297705967
