__time,/hsrb/joint_states/arm_flex_joint/effort,/hsrb/joint_states/arm_flex_joint/position,/hsrb/joint_states/arm_flex_joint/velocity,/hsrb/joint_states/arm_lift_joint/effort,/hsrb/joint_states/arm_lift_joint/position,/hsrb/joint_states/arm_lift_joint/velocity,/hsrb/joint_states/arm_roll_joint/effort,/hsrb/joint_states/arm_roll_joint/position,/hsrb/joint_states/arm_roll_joint/velocity,/hsrb/joint_states/base_l_drive_wheel_joint/effort,/hsrb/joint_states/base_l_drive_wheel_joint/position,/hsrb/joint_states/base_l_drive_wheel_joint/velocity,/hsrb/joint_states/base_r_drive_wheel_joint/effort,/hsrb/joint_states/base_r_drive_wheel_joint/position,/hsrb/joint_states/base_r_drive_wheel_joint/velocity,/hsrb/joint_states/base_roll_joint/effort,/hsrb/joint_states/base_roll_joint/position,/hsrb/joint_states/base_roll_joint/velocity,/hsrb/joint_states/hand_l_spring_proximal_joint/effort,/hsrb/joint_states/hand_l_spring_proximal_joint/position,/hsrb/joint_states/hand_l_spring_proximal_joint/velocity,/hsrb/joint_states/hand_motor_joint/effort,/hsrb/joint_states/hand_motor_joint/position,/hsrb/joint_states/hand_motor_joint/velocity,/hsrb/joint_states/hand_r_spring_proximal_joint/effort,/hsrb/joint_states/hand_r_spring_proximal_joint/position,/hsrb/joint_states/hand_r_spring_proximal_joint/velocity,/hsrb/joint_states/head_pan_joint/effort,/hsrb/joint_states/head_pan_joint/position,/hsrb/joint_states/head_pan_joint/velocity,/hsrb/joint_states/head_tilt_joint/effort,/hsrb/joint_states/head_tilt_joint/position,/hsrb/joint_states/head_tilt_joint/velocity,/hsrb/joint_states/header/seq,/hsrb/joint_states/header/stamp,/hsrb/joint_states/wrist_flex_joint/effort,/hsrb/joint_states/wrist_flex_joint/position,/hsrb/joint_states/wrist_flex_joint/velocity,/hsrb/joint_states/wrist_roll_joint/effort,/hsrb/joint_states/wrist_roll_joint/position,/hsrb/joint_states/wrist_roll_joint/velocity,/hsrb/pressure_sensor/data,/hsrb/wrist_wrench/compensated/header/seq,/hsrb/wrist_wrench/compensated/header/stamp,/hsrb/wrist_wrench/compensated/wrench/force/x,/hsrb/wrist_wrench/compensated/wrench/force/y,/hsrb/wrist_wrench/compensated/wrench/force/z,/hsrb/wrist_wrench/compensated/wrench/torque/x,/hsrb/wrist_wrench/compensated/wrench/torque/y,/hsrb/wrist_wrench/compensated/wrench/torque/z
1692616183.060983,2.345694,-0.518826,0.001593,68.688061,0.201826,0.000008,0.033120,-0.023137,-0.000046,0.002697,21.263982,0.001642,-0.016182,13.348206,0.000653,0.044160,-1.232289,0.001560,-1.876000,-0.042363,-0.002000,0.025383,1.224363,-0.004136,-1.605000,0.004636,-0.013000,0.046000,-0.000015,0.000138,-1.419429,0.000006,-0.000085,35952.000000,1692616183.044819,0.746514,-1.052282,0.000048,-0.057829,0.011278,0.000048,,,,,,,,,
1692616183.071629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70884.000000,1692616183.055622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.076244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70885.000000,1692616183.065576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.084564,2.410403,-0.518826,0.000884,68.688061,0.201826,0.000008,0.000000,-0.023137,-0.000046,-0.024273,21.263962,0.002850,-0.021576,13.348206,0.000653,0.099360,-1.232289,0.000596,-1.879000,-0.046728,0.008000,0.023746,1.226727,0.007090,-1.610000,0.002272,-0.017000,0.055200,-0.000015,0.000138,-1.366857,0.000006,-0.000038,35953.000000,1692616183.064814,0.636114,-1.052282,0.000048,-0.210286,0.011278,0.000048,,,,,,,,,
1692616183.086240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70886.000000,1692616183.075595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.096169,1.423594,-0.518443,0.000046,68.397010,0.201826,0.000008,0.220800,-0.023137,-0.000046,0.021576,21.263962,-0.003206,-0.018879,13.348206,0.000653,0.154560,-1.232289,0.000094,-1.878000,-0.045728,0.003000,0.022929,1.226727,0.007090,-1.610000,0.001273,-0.012000,0.020240,-0.000015,0.000138,-1.406286,0.000006,-0.000038,35954.000000,1692616183.074822,0.709714,-1.052282,0.000048,-0.247086,0.011278,0.000048,,,,,,,,,
1692616183.101259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70887.000000,1692616183.085846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.101271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,
1692616183.111638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70888.000000,1692616183.095491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.119459,3.413390,-0.518826,0.000371,68.688061,0.201826,0.000008,0.071760,-0.023132,0.000046,0.056637,21.263904,-0.007640,-0.016182,13.348206,0.000653,0.176640,-1.232289,0.000094,-1.886000,-0.049136,-0.013000,0.027841,1.226136,0.004136,-1.623000,-0.004136,-0.043000,0.114080,-0.000015,0.000138,-1.432571,0.000006,-0.000038,35955.000000,1692616183.104818,0.636114,-1.052282,0.000048,-0.199771,0.011278,0.000048,,,,,,,,,
1692616183.122697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70889.000000,1692616183.105508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.134037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70890.000000,1692616183.115677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.140857,3.008960,-0.518443,-0.000046,68.397010,0.201826,0.000008,0.071760,-0.023132,0.000046,0.035061,21.263982,0.002810,-0.018879,13.348206,0.000653,0.044160,-1.232289,0.005277,-1.889000,-0.050137,-0.013000,0.027020,1.226136,0.004136,-1.623000,-0.001136,-0.028999,0.110400,-0.000015,0.000138,-1.301143,0.000006,-0.000038,35956.000000,1692616183.124816,0.615086,-1.052282,0.000048,-0.110400,0.011278,0.000048,,,,,,,,,
1692616183.143070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70891.000000,1692616183.125644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.152052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70892.000000,1692616183.135845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
