__time,/hsrb/joint_states/arm_flex_joint/effort,/hsrb/joint_states/arm_flex_joint/position,/hsrb/joint_states/arm_flex_joint/velocity,/hsrb/joint_states/arm_lift_joint/effort,/hsrb/joint_states/arm_lift_joint/position,/hsrb/joint_states/arm_lift_joint/velocity,/hsrb/joint_states/arm_roll_joint/effort,/hsrb/joint_states/arm_roll_joint/position,/hsrb/joint_states/arm_roll_joint/velocity,/hsrb/joint_states/base_l_drive_wheel_joint/effort,/hsrb/joint_states/base_l_drive_wheel_joint/position,/hsrb/joint_states/base_l_drive_wheel_joint/velocity,/hsrb/joint_states/base_r_drive_wheel_joint/effort,/hsrb/joint_states/base_r_drive_wheel_joint/position,/hsrb/joint_states/base_r_drive_wheel_joint/velocity,/hsrb/joint_states/base_roll_joint/effort,/hsrb/joint_states/base_roll_joint/position,/hsrb/joint_states/base_roll_joint/velocity,/hsrb/joint_states/hand_l_spring_proximal_joint/effort,/hsrb/joint_states/hand_l_spring_proximal_joint/position,/hsrb/joint_states/hand_l_spring_proximal_joint/velocity,/hsrb/joint_states/hand_motor_joint/effort,/hsrb/joint_states/hand_motor_joint/position,/hsrb/joint_states/hand_motor_joint/velocity,/hsrb/joint_states/hand_r_spring_proximal_joint/effort,/hsrb/joint_states/hand_r_spring_proximal_joint/position,/hsrb/joint_states/hand_r_spring_proximal_joint/velocity,/hsrb/joint_states/head_pan_joint/effort,/hsrb/joint_states/head_pan_joint/position,/hsrb/joint_states/head_pan_joint/velocity,/hsrb/joint_states/head_tilt_joint/effort,/hsrb/joint_states/head_tilt_joint/position,/hsrb/joint_states/head_tilt_joint/velocity,/hsrb/joint_states/header/seq,/hsrb/joint_states/header/stamp,/hsrb/joint_states/wrist_flex_joint/effort,/hsrb/joint_states/wrist_flex_joint/position,/hsrb/joint_states/wrist_flex_joint/velocity,/hsrb/joint_states/wrist_roll_joint/effort,/hsrb/joint_states/wrist_roll_joint/position,/hsrb/joint_states/wrist_roll_joint/velocity,/hsrb/pressure_sensor/data,/hsrb/wrist_wrench/compensated/header/seq,/hsrb/wrist_wrench/compensated/header/stamp,/hsrb/wrist_wrench/compensated/wrench/force/x,/hsrb/wrist_wrench/compensated/wrench/force/y,/hsrb/wrist_wrench/compensated/wrench/force/z,/hsrb/wrist_wrench/compensated/wrench/torque/x,/hsrb/wrist_wrench/compensated/wrench/torque/y,/hsrb/wrist_wrench/compensated/wrench/torque/z
1692619638.809462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26072.000000,1692619638.788565,-1.742909,3.658596,13.251846,0.471894,0.092156,0.055395
1692619638.824270,-3.106023,-0.202825,0.000060,67.232806,0.162195,0.000008,0.850080,-0.049107,0.000046,-0.002697,1.533446,-0.000653,-0.002697,-4.117561,-0.000653,0.618240,0.155299,-0.000293,2.463000,0.751045,0.013000,0.001637,-0.777045,0.009454,2.786000,0.811045,0.027000,0.020240,-0.000015,-0.000138,-1.366857,0.000002,0.000038,13455.000000,1692619638.802820,0.546743,-1.368088,0.000048,0.315429,0.010129,-0.000048,,,,,,,,,
1692619638.827608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26073.000000,1692619638.798650,-1.761795,3.662437,13.246483,0.471882,0.091916,0.055436
1692619638.834141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26074.000000,1692619638.810726,-1.779398,3.667345,13.240884,0.471865,0.091668,0.055471
1692619638.834982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26075.000000,1692619638.818520,-1.795372,3.673377,13.237274,0.471841,0.091435,0.055497
1692619638.841120,-3.122200,-0.202825,0.000030,67.232806,0.162195,0.000008,1.032240,-0.049107,0.000046,-0.002697,1.533446,-0.000653,-0.005394,-4.117561,-0.000653,0.540960,0.155299,-0.000513,2.464000,0.752818,0.008000,0.001225,-0.778818,0.003545,2.789000,0.813818,0.016000,0.012880,-0.000015,-0.000138,-1.439143,0.000002,0.000038,13456.000000,1692619638.822817,0.630857,-1.368088,0.000048,0.089371,0.010129,-0.000048,,,,,,,,,
1692619638.841172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26076.000000,1692619638.828798,-1.808844,3.678450,13.235666,0.471824,0.091219,0.055530
1692619638.863544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26077.000000,1692619638.845423,-1.819272,3.681591,13.235147,0.471825,0.091018,0.055580
1692619638.863577,-2.879542,-0.202825,0.000018,66.359652,0.162195,0.000008,1.087440,-0.049107,0.000046,-0.005394,1.533446,-0.000653,-0.002697,-4.117561,-0.000653,0.662400,0.155309,0.001790,2.467000,0.753409,0.012000,0.000817,-0.779409,-0.002363,2.789000,0.812408,0.008999,0.012880,-0.000015,-0.000138,-1.274857,0.000002,0.000038,13457.000000,1692619638.842821,0.683429,-1.368088,0.000048,0.247086,0.010129,-0.000048,,,,,,,,,
1692619638.869232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,
